project_id	expression_type	sample_id	score_type	score
SCPCP000006	bulk_tpm	SCPCS000169	immune	-1192.7654914698612
SCPCP000006	bulk_tpm	SCPCS000170	stromal	-1239.983625904743
SCPCP000006	bulk_tpm	SCPCS000170	immune	-1450.5214226139344
SCPCP000006	bulk_tpm	SCPCS000171	stromal	-907.4553776366998
SCPCP000006	bulk_tpm	SCPCS000171	immune	-1330.852583964186
SCPCP000006	bulk_tpm	SCPCS000172	stromal	-725.3545761813001
SCPCP000006	bulk_tpm	SCPCS000172	immune	-784.283987126897
SCPCP000006	bulk_tpm	SCPCS000173	stromal	-1058.452504629486
SCPCP000006	bulk_tpm	SCPCS000173	immune	-1151.3716853770081
SCPCP000006	bulk_tpm	SCPCS000174	stromal	-52.192500680867894
SCPCP000006	bulk_tpm	SCPCS000174	immune	-510.4767863902267
SCPCP000006	bulk_tpm	SCPCS000175	stromal	594.0831683420802
SCPCP000006	bulk_tpm	SCPCS000175	immune	331.66829567505516
SCPCP000006	bulk_tpm	SCPCS000176	stromal	-857.1654926328551
SCPCP000006	bulk_tpm	SCPCS000176	immune	-1136.187834724437
SCPCP000006	bulk_tpm	SCPCS000177	stromal	-1054.383553161631
SCPCP000006	bulk_tpm	SCPCS000177	immune	-736.8204469569298
SCPCP000006	bulk_tpm	SCPCS000178	stromal	-1087.957531461011
SCPCP000006	bulk_tpm	SCPCS000178	immune	-1117.6603499366217
SCPCP000006	bulk_tpm	SCPCS000179	stromal	-1289.849765898898
SCPCP000006	bulk_tpm	SCPCS000179	immune	-364.52282627884006
SCPCP000006	bulk_tpm	SCPCS000180	stromal	-1207.8484657742745
SCPCP000006	bulk_tpm	SCPCS000180	immune	-1318.9094477056253
SCPCP000006	bulk_tpm	SCPCS000181	stromal	-1572.9397967618486
SCPCP000006	bulk_tpm	SCPCS000181	immune	-1869.1387299853675
SCPCP000006	bulk_tpm	SCPCS000182	stromal	-1563.2186025856465
SCPCP000006	bulk_tpm	SCPCS000182	immune	-1703.1350776978427
SCPCP000006	bulk_tpm	SCPCS000183	stromal	507.69430954951423
SCPCP000006	bulk_tpm	SCPCS000183	immune	-615.6128891968679
SCPCP000006	bulk_tpm	SCPCS000184	stromal	-1192.866969458403
SCPCP000006	bulk_tpm	SCPCS000184	immune	-1091.5383225851085
SCPCP000006	bulk_tpm	SCPCS000185	stromal	-699.4667610794864
SCPCP000006	bulk_tpm	SCPCS000185	immune	-666.8993443479569
SCPCP000006	bulk_tpm	SCPCS000186	stromal	-1333.172523502113
SCPCP000006	bulk_tpm	SCPCS000186	immune	-1750.4989404516355
SCPCP000006	bulk_tpm	SCPCS000188	stromal	-761.568047751318
SCPCP000006	bulk_tpm	SCPCS000188	immune	-1167.4153769406007
SCPCP000006	bulk_tpm	SCPCS000189	stromal	-1277.0554192402938
SCPCP000006	bulk_tpm	SCPCS000189	immune	-1090.4791888509021
SCPCP000006	bulk_tpm	SCPCS000190	stromal	-1823.3289592183742
SCPCP000006	bulk_tpm	SCPCS000190	immune	-1666.6467643741296
SCPCP000006	bulk_tpm	SCPCS000191	stromal	-475.8372275014974
SCPCP000006	bulk_tpm	SCPCS000191	immune	-1123.1995081742562
SCPCP000006	bulk_tpm	SCPCS000192	stromal	-1466.3581866511415
SCPCP000006	bulk_tpm	SCPCS000192	immune	-1274.3514531677913
SCPCP000006	bulk_tpm	SCPCS000193	stromal	902.1784151772667
SCPCP000006	bulk_tpm	SCPCS000193	immune	586.6572343012672
SCPCP000006	bulk_tpm	SCPCS000194	stromal	872.4384097481179
SCPCP000006	bulk_tpm	SCPCS000194	immune	969.6122581792281
SCPCP000006	bulk_tpm	SCPCS000195	stromal	1167.841694375035
SCPCP000006	bulk_tpm	SCPCS000195	immune	1495.9206379861544
SCPCP000006	bulk_tpm	SCPCS000196	stromal	251.07890409307544
SCPCP000006	bulk_tpm	SCPCS000196	immune	-832.8430417627267
SCPCP000006	bulk_tpm	SCPCS000197	stromal	-1114.6467965155734
SCPCP000006	bulk_tpm	SCPCS000197	immune	-1093.2766753779244
SCPCP000006	bulk_tpm	SCPCS000198	stromal	-210.97807105592022
SCPCP000006	bulk_tpm	SCPCS000198	immune	-631.0808834544356
SCPCP000006	bulk_tpm	SCPCS000199	stromal	-1852.9110678747154
SCPCP000006	bulk_tpm	SCPCS000199	immune	-2035.9523821351816
SCPCP000006	bulk_tpm	SCPCS000200	stromal	-1411.140379662281
SCPCP000006	bulk_tpm	SCPCS000200	immune	-1525.420358020223
SCPCP000006	bulk_tpm	SCPCS000201	stromal	-109.08439623885057
SCPCP000006	bulk_tpm	SCPCS000201	immune	-467.0888777806039
SCPCP000006	bulk_tpm	SCPCS000202	stromal	-910.3422256441762
SCPCP000006	bulk_tpm	SCPCS000202	immune	-1453.1696447680943
SCPCP000006	bulk_tpm	SCPCS000203	stromal	-964.1562378232977
SCPCP000006	bulk_tpm	SCPCS000203	immune	-1013.2266962857947
SCPCP000006	bulk_tpm	SCPCS000204	stromal	-737.4871041992384
SCPCP000006	bulk_tpm	SCPCS000204	immune	-1011.2859800478033
SCPCP000006	bulk_tpm	SCPCS000205	stromal	-1325.191754836884
SCPCP000006	bulk_tpm	SCPCS000205	immune	-1173.9001007774873
SCPCP000006	bulk_tpm	SCPCS000206	stromal	-1653.4081316415281
SCPCP000006	bulk_tpm	SCPCS000206	immune	-1079.7402184250154
SCPCP000006	bulk_tpm	SCPCS000208	stromal	-932.3468405288892
SCPCP000006	bulk_tpm	SCPCS000208	immune	-1070.7418969303576
SCPCP000006	pseudobulk	SCPCS000168	stromal	-1256.4165438022765
SCPCP000006	pseudobulk	SCPCS000168	immune	-2142.5064689653527
SCPCP000006	pseudobulk	SCPCS000169	stromal	-491.21318718315774
SCPCP000006	pseudobulk	SCPCS000169	immune	-1787.1785533756108
SCPCP000006	pseudobulk	SCPCS000170	stromal	-1303.0748744583875
SCPCP000006	pseudobulk	SCPCS000170	immune	-2315.5727117866145
SCPCP000006	pseudobulk	SCPCS000171	stromal	-898.3510270846416
SCPCP000006	pseudobulk	SCPCS000171	immune	-2104.136695513281
SCPCP000006	pseudobulk	SCPCS000172	stromal	-495.3804978323309
SCPCP000006	pseudobulk	SCPCS000172	immune	-1860.2448086149222
SCPCP000006	pseudobulk	SCPCS000173	stromal	-775.9700467777321
SCPCP000006	pseudobulk	SCPCS000173	immune	-1960.4741656510876
SCPCP000006	pseudobulk	SCPCS000174	stromal	-429.7218611177368
SCPCP000006	pseudobulk	SCPCS000174	immune	-2023.670509396668
SCPCP000006	pseudobulk	SCPCS000175	stromal	810.693768957461
SCPCP000006	pseudobulk	SCPCS000175	immune	-955.2856979925357
SCPCP000006	pseudobulk	SCPCS000176	stromal	-200.0935565747169
SCPCP000006	pseudobulk	SCPCS000176	immune	-1581.6274693313194
SCPCP000006	pseudobulk	SCPCS000177	stromal	-1057.7990240600095
SCPCP000006	pseudobulk	SCPCS000177	immune	-2349.03703315752
SCPCP000006	pseudobulk	SCPCS000178	stromal	-1509.5907566415763
SCPCP000006	pseudobulk	SCPCS000178	immune	-2292.416053036379
SCPCP000006	pseudobulk	SCPCS000179	stromal	-1199.5241111065873
SCPCP000006	pseudobulk	SCPCS000179	immune	-1752.982806974492
SCPCP000006	pseudobulk	SCPCS000180	stromal	-463.13770914065714
SCPCP000006	pseudobulk	SCPCS000180	immune	-1855.0176437691307
SCPCP000006	pseudobulk	SCPCS000181	stromal	-1368.8077029776855
SCPCP000006	pseudobulk	SCPCS000181	immune	-2355.402015969293
SCPCP000006	pseudobulk	SCPCS000182	stromal	-1701.8253862556933
SCPCP000006	pseudobulk	SCPCS000182	immune	-2438.5386531564714
SCPCP000006	pseudobulk	SCPCS000183	stromal	652.3070743758359
SCPCP000006	pseudobulk	SCPCS000183	immune	-1297.7309657384242
SCPCP000006	pseudobulk	SCPCS000184	stromal	-1004.2916843109521
SCPCP000006	pseudobulk	SCPCS000184	immune	-2122.92339478546
SCPCP000006	pseudobulk	SCPCS000185	stromal	40.90201410342371
SCPCP000006	pseudobulk	SCPCS000185	immune	-1816.1694154677318
SCPCP000006	pseudobulk	SCPCS000186	stromal	-1008.6647897305036
SCPCP000006	pseudobulk	SCPCS000186	immune	-1876.8785804084496
SCPCP000006	pseudobulk	SCPCS000188	stromal	-556.3081350506316
SCPCP000006	pseudobulk	SCPCS000188	immune	-1932.2897358296543
SCPCP000006	pseudobulk	SCPCS000189	stromal	-1060.6078424717364
SCPCP000006	pseudobulk	SCPCS000189	immune	-2076.891547393726
SCPCP000006	pseudobulk	SCPCS000190	stromal	-1227.4195024440853
SCPCP000006	pseudobulk	SCPCS000190	immune	-2126.6499078431402
SCPCP000006	pseudobulk	SCPCS000191	stromal	468.0389068190815
SCPCP000006	pseudobulk	SCPCS000191	immune	-1484.2145049960802
SCPCP000006	pseudobulk	SCPCS000192	stromal	-1336.293287607724
SCPCP000006	pseudobulk	SCPCS000192	immune	-2072.699502532275
SCPCP000006	pseudobulk	SCPCS000193	stromal	812.8539899226884
SCPCP000006	pseudobulk	SCPCS000193	immune	-712.0646069278755
SCPCP000006	pseudobulk	SCPCS000194	stromal	-97.15414122081842
SCPCP000006	pseudobulk	SCPCS000194	immune	-1669.6005737430035
SCPCP000006	pseudobulk	SCPCS000195	stromal	1067.7476832759055
SCPCP000006	pseudobulk	SCPCS000195	immune	-123.20251938084058
SCPCP000006	pseudobulk	SCPCS000196	stromal	-19.998571705382
SCPCP000006	pseudobulk	SCPCS000196	immune	-1496.9683041136368
SCPCP000006	pseudobulk	SCPCS000197	stromal	-767.0555867076573
SCPCP000006	pseudobulk	SCPCS000197	immune	-1792.6739684834542
SCPCP000006	pseudobulk	SCPCS000198	stromal	-1464.547513235336
SCPCP000006	pseudobulk	SCPCS000198	immune	-2091.075497520803
SCPCP000006	pseudobulk	SCPCS000199	stromal	-1072.8658414216336
SCPCP000006	pseudobulk	SCPCS000199	immune	-2185.6708790408693
SCPCP000006	pseudobulk	SCPCS000200	stromal	-810.2743843284968
SCPCP000006	pseudobulk	SCPCS000200	immune	-2147.0236835483197
SCPCP000006	pseudobulk	SCPCS000201	stromal	-17.580025357318533
SCPCP000006	pseudobulk	SCPCS000201	immune	-1623.5289790251961
SCPCP000006	pseudobulk	SCPCS000202	stromal	267.96375354649535
SCPCP000006	pseudobulk	SCPCS000202	immune	-930.2809146623904
SCPCP000006	pseudobulk	SCPCS000203	stromal	-960.0821742234268
SCPCP000006	pseudobulk	SCPCS000203	immune	-2093.482320095287
SCPCP000006	pseudobulk	SCPCS000204	stromal	-545.5699232216302
SCPCP000006	pseudobulk	SCPCS000204	immune	-1762.8190635508681
SCPCP000006	pseudobulk	SCPCS000205	stromal	-283.6850967309666
SCPCP000006	pseudobulk	SCPCS000205	immune	-1822.0753485399036
SCPCP000006	pseudobulk	SCPCS000206	stromal	-1030.4860522799752
SCPCP000006	pseudobulk	SCPCS000206	immune	-2107.925676088487
SCPCP000006	pseudobulk	SCPCS000208	stromal	-1251.0737893177557
SCPCP000006	pseudobulk	SCPCS000208	immune	-2209.899136733402
SCPCP000009	bulk_counts	SCPCS000130	stromal	-361.9587508918776
SCPCP000009	bulk_counts	SCPCS000130	immune	-209.819636963707
SCPCP000009	bulk_counts	SCPCS000132	stromal	-749.4423035151742
SCPCP000009	bulk_counts	SCPCS000132	immune	-979.7440832732923
SCPCP000009	bulk_counts	SCPCS000158	stromal	-2328.011425395032
SCPCP000009	bulk_counts	SCPCS000158	immune	-2090.043234863997
SCPCP000009	bulk_tpm	SCPCS000130	stromal	-373.1586755949434
SCPCP000009	bulk_tpm	SCPCS000130	immune	12.841968547230433
SCPCP000009	bulk_tpm	SCPCS000132	stromal	-1076.3240355161522
SCPCP000009	bulk_tpm	SCPCS000132	immune	-399.0843156153308
SCPCP000009	bulk_tpm	SCPCS000158	stromal	-2361.4048369398674
SCPCP000009	bulk_tpm	SCPCS000158	immune	-2033.792037702127
SCPCP000009	pseudobulk	SCPCS000130	stromal	-595.9570207945704
SCPCP000009	pseudobulk	SCPCS000130	immune	-1278.8078029151106
SCPCP000009	pseudobulk	SCPCS000132	stromal	-938.3755566044231
SCPCP000009	pseudobulk	SCPCS000132	immune	-1898.3582053897342
SCPCP000009	pseudobulk	SCPCS000158	stromal	-1818.7379580975262
SCPCP000009	pseudobulk	SCPCS000158	immune	-2365.792378889029
SCPCP000017	bulk_counts	SCPCS000246	stromal	513.4391314125945
SCPCP000017	bulk_counts	SCPCS000246	immune	-134.17907086733527
SCPCP000017	bulk_counts	SCPCS000247	stromal	488.3813661540962
SCPCP000017	bulk_counts	SCPCS000247	immune	-388.61415487625857
SCPCP000017	bulk_counts	SCPCS000409	stromal	1327.4124213206574
SCPCP000017	bulk_counts	SCPCS000409	immune	1070.8265646349005
SCPCP000017	bulk_counts	SCPCS000410	stromal	589.4100738166449
SCPCP000017	bulk_counts	SCPCS000410	immune	1170.3283543190994
SCPCP000017	bulk_counts	SCPCS000411	stromal	115.08277567613703
SCPCP000017	bulk_counts	SCPCS000411	immune	437.06082234026303
SCPCP000017	bulk_counts	SCPCS000412	stromal	1106.5408426409429
SCPCP000017	bulk_counts	SCPCS000412	immune	1697.475749925236
SCPCP000017	bulk_counts	SCPCS000413	stromal	-124.56720207679403
SCPCP000017	bulk_counts	SCPCS000413	immune	-799.3084217482177
SCPCP000017	bulk_counts	SCPCS000415	stromal	-49.64901680436892
SCPCP000017	bulk_counts	SCPCS000415	immune	3209.6674591408114
SCPCP000017	bulk_counts	SCPCS000416	stromal	-392.9728143877594
SCPCP000017	bulk_counts	SCPCS000416	immune	-52.780270171373964
SCPCP000017	bulk_counts	SCPCS000598	stromal	843.6711719617234
SCPCP000017	bulk_counts	SCPCS000598	immune	-57.06407636918466
SCPCP000017	bulk_counts	SCPCS000599	stromal	2234.4597948851124
SCPCP000017	bulk_counts	SCPCS000599	immune	1847.59899958711
SCPCP000017	bulk_counts	SCPCS000600	stromal	1857.0918549083428
SCPCP000017	bulk_counts	SCPCS000600	immune	1776.1235923287943
SCPCP000017	bulk_counts	SCPCS000601	stromal	1554.1673332415087
SCPCP000017	bulk_counts	SCPCS000601	immune	1753.0781950720552
SCPCP000017	bulk_counts	SCPCS000603	stromal	1081.2861221821768
SCPCP000017	bulk_counts	SCPCS000603	immune	1605.9542178921877
SCPCP000017	bulk_counts	SCPCS000605	stromal	1245.1672505125305
SCPCP000017	bulk_counts	SCPCS000605	immune	1881.777716036363
SCPCP000017	bulk_counts	SCPCS000607	stromal	855.3435720169796
SCPCP000017	bulk_counts	SCPCS000607	immune	1120.5296185157174
SCPCP000017	bulk_counts	SCPCS000608	stromal	783.3220890437465
SCPCP000017	bulk_counts	SCPCS000608	immune	1164.2991625223858
SCPCP000017	bulk_counts	SCPCS000609	stromal	758.3854771482091
SCPCP000017	bulk_counts	SCPCS000609	immune	807.5142316366286
SCPCP000017	bulk_counts	SCPCS000610	stromal	454.3131348795353
SCPCP000017	bulk_counts	SCPCS000610	immune	1288.8120136684363
SCPCP000017	bulk_counts	SCPCS000611	stromal	307.3363273523897
SCPCP000017	bulk_counts	SCPCS000611	immune	-567.8091643888769
SCPCP000017	bulk_counts	SCPCS000612	stromal	905.9604896435972
SCPCP000017	bulk_counts	SCPCS000612	immune	1176.2780083002967
SCPCP000017	bulk_counts	SCPCS000613	stromal	1063.5730475434957
SCPCP000017	bulk_counts	SCPCS000613	immune	-95.53758245435178
SCPCP000017	bulk_counts	SCPCS000614	stromal	2051.736159148803
SCPCP000017	bulk_counts	SCPCS000614	immune	1498.6548722880652
SCPCP000017	bulk_counts	SCPCS000615	stromal	-759.4900634746383
SCPCP000017	bulk_counts	SCPCS000615	immune	-49.48266447974351
SCPCP000017	bulk_tpm	SCPCS000246	stromal	384.05625324846403
SCPCP000017	bulk_tpm	SCPCS000246	immune	405.08910956030275
SCPCP000017	bulk_tpm	SCPCS000247	stromal	260.87651885498275
SCPCP000017	bulk_tpm	SCPCS000247	immune	64.70689951965063
SCPCP000017	bulk_tpm	SCPCS000409	stromal	1178.4319691843705
SCPCP000017	bulk_tpm	SCPCS000409	immune	1273.9858142735418
SCPCP000017	bulk_tpm	SCPCS000410	stromal	405.28844415533246
SCPCP000017	bulk_tpm	SCPCS000410	immune	1590.659908969865
SCPCP000017	bulk_tpm	SCPCS000411	stromal	-41.75359792644852
SCPCP000017	bulk_tpm	SCPCS000411	immune	640.8927176494325
SCPCP000017	bulk_tpm	SCPCS000412	stromal	885.861810621846
SCPCP000017	bulk_tpm	SCPCS000412	immune	1779.867658613245
SCPCP000017	bulk_tpm	SCPCS000413	stromal	-184.76539572712
SCPCP000017	bulk_tpm	SCPCS000413	immune	-366.2164473685959
SCPCP000017	bulk_tpm	SCPCS000415	stromal	-169.11521514673558
SCPCP000017	bulk_tpm	SCPCS000415	immune	3320.832239849582
SCPCP000017	bulk_tpm	SCPCS000416	stromal	-530.2121970789525
SCPCP000017	bulk_tpm	SCPCS000416	immune	411.4537368387337
SCPCP000017	bulk_tpm	SCPCS000598	stromal	766.3170615293297
SCPCP000017	bulk_tpm	SCPCS000598	immune	337.979553047688
SCPCP000017	bulk_tpm	SCPCS000599	stromal	1766.7916060276789
SCPCP000017	bulk_tpm	SCPCS000599	immune	2235.189338803059
SCPCP000017	bulk_tpm	SCPCS000600	stromal	1699.2960376070869
SCPCP000017	bulk_tpm	SCPCS000600	immune	1845.0994243265582
SCPCP000017	bulk_tpm	SCPCS000601	stromal	1145.4325770783194
SCPCP000017	bulk_tpm	SCPCS000601	immune	1810.9153767854298
SCPCP000017	bulk_tpm	SCPCS000603	stromal	894.6722193389836
SCPCP000017	bulk_tpm	SCPCS000603	immune	1576.5022081266186
SCPCP000017	bulk_tpm	SCPCS000605	stromal	1113.4138294337326
SCPCP000017	bulk_tpm	SCPCS000605	immune	2262.3108198363957
SCPCP000017	bulk_tpm	SCPCS000607	stromal	755.2311738207176
SCPCP000017	bulk_tpm	SCPCS000607	immune	1104.2511061314478
SCPCP000017	bulk_tpm	SCPCS000608	stromal	777.1031410332271
SCPCP000017	bulk_tpm	SCPCS000608	immune	1164.1926814115168
SCPCP000017	bulk_tpm	SCPCS000609	stromal	572.4003108263264
SCPCP000017	bulk_tpm	SCPCS000609	immune	1189.7091192671915
SCPCP000017	bulk_tpm	SCPCS000610	stromal	381.52267433514066
SCPCP000017	bulk_tpm	SCPCS000610	immune	1299.8680150665753
SCPCP000017	bulk_tpm	SCPCS000611	stromal	158.54656722745236
SCPCP000017	bulk_tpm	SCPCS000611	immune	-110.81678951102465
SCPCP000017	bulk_tpm	SCPCS000612	stromal	813.6363029162122
SCPCP000017	bulk_tpm	SCPCS000612	immune	1299.6133378591944
SCPCP000017	bulk_tpm	SCPCS000613	stromal	897.6649184255452
SCPCP000017	bulk_tpm	SCPCS000613	immune	303.8435992488743
SCPCP000017	bulk_tpm	SCPCS000614	stromal	1677.352837034456
SCPCP000017	bulk_tpm	SCPCS000614	immune	1726.4890342988351
SCPCP000017	bulk_tpm	SCPCS000615	stromal	-937.1683434458555
SCPCP000017	bulk_tpm	SCPCS000615	immune	345.0724071285686
SCPCP000017	pseudobulk	SCPCS000246	stromal	814.5299719435268
SCPCP000017	pseudobulk	SCPCS000246	immune	-772.8657993315643
SCPCP000017	pseudobulk	SCPCS000247	stromal	479.2738676247388
SCPCP000017	pseudobulk	SCPCS000247	immune	-1164.8556794964384
SCPCP000017	pseudobulk	SCPCS000409	stromal	1939.1679348740752
SCPCP000017	pseudobulk	SCPCS000409	immune	888.6018929809002
SCPCP000017	pseudobulk	SCPCS000410	stromal	946.2447776661463
SCPCP000017	pseudobulk	SCPCS000410	immune	-123.22452446333784
SCPCP000017	pseudobulk	SCPCS000411	stromal	855.5224252579629
SCPCP000017	pseudobulk	SCPCS000411	immune	80.90990853294115
SCPCP000017	pseudobulk	SCPCS000412	stromal	1034.6279833021642
SCPCP000017	pseudobulk	SCPCS000412	immune	1051.3281676552856
SCPCP000017	pseudobulk	SCPCS000413	stromal	249.41802634223367
SCPCP000017	pseudobulk	SCPCS000413	immune	-1256.2100044912731
SCPCP000017	pseudobulk	SCPCS000415	stromal	441.30371907815544
SCPCP000017	pseudobulk	SCPCS000415	immune	-173.1859053666881
SCPCP000017	pseudobulk	SCPCS000416	stromal	685.0103837101403
SCPCP000017	pseudobulk	SCPCS000416	immune	358.37893350833434
SCPCP000017	pseudobulk	SCPCS000598	stromal	836.1974342833088
SCPCP000017	pseudobulk	SCPCS000598	immune	-494.79105471386885
SCPCP000017	pseudobulk	SCPCS000599	stromal	1963.965953340687
SCPCP000017	pseudobulk	SCPCS000599	immune	528.9679121769027
SCPCP000017	pseudobulk	SCPCS000600	stromal	1639.3390241335571
SCPCP000017	pseudobulk	SCPCS000600	immune	990.6649199750822
SCPCP000017	pseudobulk	SCPCS000601	stromal	1444.162126844552
SCPCP000017	pseudobulk	SCPCS000601	immune	804.829582228548
SCPCP000017	pseudobulk	SCPCS000603	stromal	1106.1545365186978
SCPCP000017	pseudobulk	SCPCS000603	immune	473.64977318731707
SCPCP000017	pseudobulk	SCPCS000605	stromal	156.20937156576065
SCPCP000017	pseudobulk	SCPCS000605	immune	714.7711999726654
SCPCP000017	pseudobulk	SCPCS000607	stromal	-1063.8890029108597
SCPCP000017	pseudobulk	SCPCS000607	immune	-1784.0356295697673
SCPCP000017	pseudobulk	SCPCS000608	stromal	-646.8439084731158
SCPCP000017	pseudobulk	SCPCS000608	immune	-789.3340070765291
SCPCP000017	pseudobulk	SCPCS000609	stromal	-87.25513010175472
SCPCP000017	pseudobulk	SCPCS000609	immune	-50.14361721941135
SCPCP000017	pseudobulk	SCPCS000610	stromal	1130.785759713567
SCPCP000017	pseudobulk	SCPCS000610	immune	249.0493096957744
SCPCP000017	pseudobulk	SCPCS000611	stromal	-163.27773577641995
SCPCP000017	pseudobulk	SCPCS000611	immune	-1444.692692395857
SCPCP000017	pseudobulk	SCPCS000612	stromal	1744.2404474595971
SCPCP000017	pseudobulk	SCPCS000612	immune	421.9595161458046
SCPCP000017	pseudobulk	SCPCS000613	stromal	542.8617692848055
SCPCP000017	pseudobulk	SCPCS000613	immune	-1149.9101996806817
SCPCP000017	pseudobulk	SCPCS000614	stromal	1180.8435193576793
SCPCP000017	pseudobulk	SCPCS000614	immune	-282.4399146794681
SCPCP000017	pseudobulk	SCPCS000615	stromal	-746.0186230424744
SCPCP000017	pseudobulk	SCPCS000615	immune	-1038.353954561632
